,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
2,2009,"$152,000 ","$153,250 ","$150,000 ","$164,450 ","$177,000 ","$159,000 ","$176,500 ","$174,200 ","$163,050 ","$165,450 ","$150,000 ","$169,500 ",St. Croix
3,2010,"$175,000 ","$145,750 ","$173,000 ","$167,000 ","$162,750 ","$154,065 ","$145,000 ","$164,900 ","$156,000 ","$150,500 ","$150,000 ","$167,500 ",St. Croix
4,2011,"$130,000 ","$127,500 ","$135,000 ","$140,000 ","$149,200 ","$145,000 ","$151,000 ","$147,500 ","$145,000 ","$149,950 ","$140,000 ","$137,000 ",St. Croix
5,2012,"$134,450 ","$125,375 ","$151,900 ","$142,900 ","$130,500 ","$150,000 ","$157,000 ","$154,900 ","$147,000 ","$162,900 ","$162,100 ","$151,750 ",St. Croix
6,2013,"$168,000 ","$160,000 ","$160,121 ","$152,500 ","$183,250 ","$185,000 ","$175,000 ","$176,000 ","$203,500 ","$198,000 ","$171,000 ","$175,000 ",St. Croix
7,2014,"$192,450 ","$157,500 ","$187,950 ","$186,400 ","$175,000 ","$182,000 ","$179,500 ","$191,048 ","$189,200 ","$180,500 ","$190,000 ","$195,000 ",St. Croix
8,2015,"$151,000 ","$174,000 ","$190,000 ","$184,450 ","$202,500 ","$225,294 ","$201,000 ","$200,000 ","$202,000 ","$188,514 ","$204,403 ","$194,000 ",St. Croix
9,2016,"$189,946 ","$201,400 ","$192,000 ","$214,900 ","$213,000 ","$214,900 ","$204,700 ","$225,000 ","$219,000 ","$230,000 ","$184,900 ","$207,000 ",St. Croix
10,2017,"$239,900 ","$184,900 ","$215,000 ","$231,000 ","$229,770 ","$243,750 ","$229,950 ","$225,000 ","$225,000 ","$241,000 ","$246,450 ","$218,450 ",St. Croix
11,2018,"$232,387 ","$204,000 ","$227,000 ","$219,350 ","$249,900 ","$223,950 ","$240,000 ","$260,988 ","$260,400 ","$257,500 ","$235,500 ","$215,000 ",St. Croix
12,2019,"$224,500 ","$250,000 ","$231,000 ","$252,000 ","$250,000 ","$269,950 ","$265,000 ","$254,950 ","$269,900 ","$249,900 ","$261,000 ","$275,000 ",St. Croix
13,2020,"$228,000 ","$260,000 ","$279,900 ","$265,000 ","$279,900 ","$283,000 ","$294,500 ","$280,000 ","$310,000 ","$294,200 ","$280,000 ","$290,000 ",St. Croix
14,2021,"$285,317 ","$302,000 ","$295,073 ","$325,000 ","$308,000 ","$325,000 ","$315,000 ","$307,000 ","$325,000 ","$340,450 ","$290,000 ","$332,900 ",St. Croix
15,2022,"$294,000 ","$327,000 ","$320,000 ","$328,825 ","$327,000 ","$372,900 ","$363,970 ","$320,400 ","$342,500 ","$350,000 ","$376,250 ","$340,000 ",St. Croix
16,2023,"$353,950 ","$356,500 ","$357,000 ","$365,000 ","$369,900 ","$355,000 ","$380,000 ","$370,000 ","$364,000 ","$370,500 ","$395,000 ","$351,450 ",St. Croix
17,2024,"$357,500 ","$351,250 ","$410,000 ","$375,000 ","$349,900 ","$414,425 ","$385,500 ","$395,500 ","$375,000 ",,,,St. Croix
0,2007,"$215,600 ","$77,600 ","$94,000 ","$144,500 ","$107,500 ","$129,000 ","$107,000 ","$129,200 ","$137,000 ","$110,000 ","$114,000 ","$80,000 ",Trempealeau
1,2008,"$126,000 ","$165,000 ","$139,900 ","$150,000 ","$159,000 ","$150,000 ","$140,450 ","$160,000 ","$115,000 ","$125,950 ","$93,000 ","$61,000 ",Trempealeau
2,2009,"$126,500 ","$173,500 ","$137,200 ","$121,250 ","$121,000 ","$89,250 ","$155,750 ","$105,100 ","$140,000 ","$96,000 ","$154,750 ","$130,200 ",Trempealeau
3,2010,"$167,700 ","$95,000 ","$107,000 ","$99,000 ","$96,000 ","$150,100 ","$77,700 ","$89,900 ","$110,500 ","$124,000 ","$102,000 ","$100,000 ",Trempealeau
4,2011,"$70,000 ","$45,000 ","$108,000 ","$90,000 ","$113,000 ","$159,000 ","$93,000 ","$141,200 ","$113,500 ","$123,500 ","$142,000 ","$117,500 ",Trempealeau
5,2012,"$132,500 ","$131,900 ","$95,000 ","$165,000 ","$115,000 ","$102,500 ","$80,000 ","$97,950 ","$96,000 ","$112,000 ","$107,000 ","$110,000 ",Trempealeau
6,2013,"$85,000 ","$89,900 ","$100,000 ","$109,800 ","$122,500 ","$116,500 ","$106,450 ","$99,900 ","$165,500 ","$118,000 ","$100,940 ","$134,000 ",Trempealeau
7,2014,"$64,000 ","$86,500 ","$90,250 ","$86,420 ","$103,000 ","$99,999 ","$159,950 ","$117,500 ","$140,000 ","$154,000 ","$112,950 ","$108,000 ",Trempealeau
8,2015,"$117,000 ","$115,000 ","$92,525 ","$149,750 ","$152,950 ","$151,000 ","$149,900 ","$115,000 ","$126,750 ","$147,500 ","$155,000 ","$113,000 ",Trempealeau
9,2016,"$120,850 ","$90,000 ","$127,000 ","$123,550 ","$150,000 ","$140,750 ","$150,000 ","$127,000 ","$151,000 ","$149,950 ","$178,000 ","$167,450 ",Trempealeau
10,2017,"$168,000 ","$120,500 ","$138,750 ","$131,250 ","$150,000 ","$131,500 ","$150,450 ","$159,000 ","$145,000 ","$126,000 ","$165,000 ","$139,000 ",Trempealeau
11,2018,"$125,000 ","$153,500 ","$96,750 ","$130,000 ","$150,000 ","$173,000 ","$165,000 ","$192,000 ","$130,950 ","$145,000 ","$136,500 ","$131,450 ",Trempealeau
12,2019,"$191,000 ","$119,750 ","$143,400 ","$191,000 ","$131,500 ","$184,500 ","$171,900 ","$160,500 ","$186,950 ","$148,000 ","$133,000 ","$112,000 ",Trempealeau
13,2020,"$127,000 ","$143,000 ","$166,000 ","$180,000 ","$169,850 ","$202,500 ","$171,000 ","$155,544 ","$229,250 ","$171,250 ","$153,400 ","$179,450 ",Trempealeau
14,2021,"$184,500 ","$216,500 ","$171,450 ","$166,250 ","$180,000 ","$185,000 ","$186,000 ","$225,000 ","$185,500 ","$187,750 ","$165,000 ","$279,000 ",Trempealeau
15,2022,"$165,000 ","$197,450 ","$309,950 ","$224,250 ","$212,500 ","$251,600 ","$237,500 ","$200,000 ","$185,000 ","$215,000 ","$225,000 ","$170,000 ",Trempealeau
16,2023,"$181,450 ","$258,000 ","$268,450 ","$205,000 ","$224,000 ","$275,000 ","$191,000 ","$209,000 ","$222,000 ","$216,500 ","$215,000 ","$232,500 ",Trempealeau
17,2024,"$167,000 ","$276,000 ","$238,200 ","$209,349 ","$247,450 ","$261,250 ","$290,000 ","$292,000 ","$260,000 ",,,,Trempealeau
0,2007,"$120,000 ","$124,750 ","$151,500 ","$157,500 ","$105,000 ","$146,250 ","$113,500 ","$124,750 ","$122,700 ","$170,950 ","$140,000 ","$57,000 ",Vernon
1,2008,"$97,000 ","$78,500 ","$119,500 ","$89,000 ","$143,500 ","$135,920 ","$140,500 ","$117,000 ","$125,000 ","$138,000 ","$88,450 ","$143,900 ",Vernon
2,2009,"$130,000 ","$58,000 ","$125,000 ","$146,250 ","$132,825 ","$110,587 ","$102,750 ","$113,000 ","$99,500 ","$125,500 ","$93,750 ","$113,000 ",Vernon
3,2010,"$75,000 ","$89,900 ","$86,000 ","$128,900 ","$130,000 ","$112,500 ","$142,500 ","$127,000 ","$163,000 ","$94,000 ","$98,250 ","$106,500 ",Vernon
4,2011,"$112,750 ","$135,450 ","$74,000 ","$55,000 ","$119,500 ","$102,500 ","$120,950 ","$112,000 ","$119,750 ","$105,500 ","$67,000 ","$80,000 ",Vernon
5,2012,"$95,500 ","$65,000 ","$102,000 ","$89,100 ","$135,000 ","$109,950 ","$120,000 ","$82,450 ","$103,100 ","$114,500 ","$123,500 ","$99,000 ",Vernon
6,2013,"$135,000 ","$47,000 ","$84,000 ","$98,000 ","$99,500 ","$165,100 ","$126,250 ","$120,000 ","$135,000 ","$126,000 ","$118,750 ","$116,250 ",Vernon
7,2014,"$115,000 ","$122,900 ","$46,750 ","$87,500 ","$149,000 ","$115,875 ","$119,250 ","$117,500 ","$111,500 ","$115,500 ","$97,500 ","$96,250 ",Vernon
8,2015,"$73,950 ","$153,500 ","$122,250 ","$165,000 ","$95,500 ","$149,000 ","$136,450 ","$133,000 ","$125,000 ","$113,500 ","$120,000 ","$123,750 ",Vernon
9,2016,"$78,674 ","$133,000 ","$156,000 ","$118,000 ","$160,000 ","$165,250 ","$156,500 ","$139,900 ","$136,000 ","$128,000 ","$140,500 ","$128,250 ",Vernon
10,2017,"$88,000 ","$62,000 ","$156,200 ","$145,250 ","$108,500 ","$131,000 ","$162,500 ","$176,000 ","$139,200 ","$154,900 ","$165,000 ","$135,900 ",Vernon
11,2018,"$139,000 ","$149,000 ","$148,500 ","$158,000 ","$136,450 ","$146,000 ","$152,450 ","$155,000 ","$135,500 ","$181,250 ","$160,000 ","$146,750 ",Vernon
12,2019,"$120,000 ","$127,500 ","$140,000 ","$162,500 ","$178,000 ","$161,500 ","$168,450 ","$180,000 ","$175,000 ","$187,000 ","$185,000 ","$166,000 ",Vernon
13,2020,"$128,500 ","$112,500 ","$173,000 ","$185,500 ","$168,250 ","$160,000 ","$190,000 ","$186,000 ","$211,950 ","$202,500 ","$209,950 ","$205,000 ",Vernon
14,2021,"$158,000 ","$158,250 ","$154,900 ","$182,000 ","$201,450 ","$154,000 ","$184,500 ","$171,450 ","$155,000 ","$229,750 ","$189,000 ","$220,000 ",Vernon
15,2022,"$115,000 ","$235,000 ","$155,000 ","$178,450 ","$235,000 ","$330,000 ","$263,750 ","$225,000 ","$218,450 ","$192,450 ","$202,500 ","$225,000 ",Vernon
16,2023,"$245,000 ","$221,200 ","$221,000 ","$175,000 ","$237,500 ","$227,950 ","$243,000 ","$201,000 ","$227,500 ","$225,000 ","$248,750 ","$242,000 ",Vernon
17,2024,"$237,000 ","$202,500 ","$276,500 ","$232,500 ","$220,000 ","$240,000 ","$245,000 ","$269,500 ","$325,000 ",,,,Vernon
,2007,$152000,$157000,$162250,$160000,$165000,$168000,$168000,$165000,$163350,$152450,$155000,$155000,Milwaukee
,2008,$144450,$146000,$152000,$157000,$155000,$163000,$159000,$158000,$139400,$138500,$131500,$105000,Milwaukee
,2009,$87000,$102000,$102250,$109000,$134000,$142700,$141000,$138450,$140000,$136500,$127050,$102000,Milwaukee
,2010,$110800,$107000,$132000,$129000,$138000,$137620,$123250,$124450,$115000,$118000,$102450,$99500,Milwaukee
,2011,$98500,$93000,$99000,$95000,$110100,$122000,$111935,$115500,$105000,$91000,$99000,$89950,Milwaukee
,2012,$81000,$74000,$87500,$87250,$112500,$122000,$117500,$107500,$104250,$98750,$97650,$84000,Milwaukee
,2013,$86750,$81500,$94000,$110000,$124000,$134000,$127500,$125000,$118000,$114900,$100000,$114250,Milwaukee
,2014,$98000,$94750,$108500,$115000,$125000,$145000,$134000,$132500,$119000,$124000,$120000,$115000,Milwaukee
,2015,$98750,$111000,$120000,$132000,$140000,$151000,$141750,$136500,$132500,$129900,$122000,$128000,Milwaukee
,2016,$123000,$121375,$137500,$145000,$147000,$149900,$144950,$142000,$135000,$139075,$136800,$133500,Milwaukee
,2017,$130000,$127500,$140900,$149900,$152000,$165033,$159900,$154950,$148000,$145000,$142000,$143700,Milwaukee
,2018,$140000,$139900,$151200,$154900,$159900,$175000,$168000,$164000,$160000,$160950,$159475,$154000,Milwaukee
,2019,$153000,$151250,$159750,$169900,$180000,$182750,$179900,$179500,$174400,$165500,$166200,$163000,Milwaukee
,2020,$159450,$163425,$179950,$188000,$183000,$195000,$191000,$205000,$190000,$195000,$188000,$180000,Milwaukee
,2021,$179900,$187450,$192350,$205000,$220000,$225000,$224000,$212750,$214000,$210000,$205000,$195000,Milwaukee
,2022,$196450,$200000,$210000,$223000,$230000,$236000,$235355,$228500,$230000,$223499,$220000,$214000,Milwaukee
,2023,$215000,$209000,$226000,$236500,$249900,$250000,$250000,$250000,$245000,$237500,$235000,$225000,Milwaukee
,2024,$219900,$230000,$232500,$260000,$270000,$280000,$275000,$265000,$260000,$0,$0,$0,Milwaukee
,2007,$185000,$59000,$134500,$133500,$138700,$69200,$111500,$137250,$50000,$131500,$91000,$100750,Crawford
,2008,$107000,$220000,$147500,$157500,$141950,$82500,$163450,$130000,$152500,$96500,$79450,$150750,Crawford
,2009,$124750,$124250,$60000,$53000,$135000,$88500,$148900,$118450,$90000,$120000,$23000,$0,Crawford
,2010,$93750,$45750,$174250,$117500,$90500,$140000,$86250,$115000,$103000,$164000,$152500,$68000,Crawford
,2011,$91000,$130000,$81500,$65000,$92000,$81250,$70000,$85000,$90750,$90000,$94250,$63500,Crawford
,2012,$65875,$89000,$82000,$52200,$91500,$78500,$100500,$125000,$61000,$112000,$127500,$110000,Crawford
,2013,$125000,$94450,$79500,$79250,$65000,$91000,$90000,$89000,$109700,$118200,$105000,$86500,Crawford
,2014,$86000,$121500,$105000,$116000,$91500,$144500,$109500,$112500,$93000,$73500,$78000,$111750,Crawford
,2015,$61600,$34000,$108500,$109000,$139500,$119000,$125000,$127250,$96450,$81000,$109900,$82000,Crawford
,2016,$111950,$60750,$110000,$82250,$121000,$111000,$136500,$139000,$88000,$130000,$121000,$120000,Crawford
,2017,$126696,$180950,$105000,$124000,$112500,$152250,$167500,$132500,$107500,$129950,$90250,$133000,Crawford
,2018,$97000,$139500,$126250,$115000,$168950,$161000,$151000,$140000,$131250,$126000,$109500,$112000,Crawford
,2019,$140000,$113625,$72000,$138500,$174000,$126200,$173900,$145500,$123497,$132767,$129500,$145000,Crawford
,2020,$92500,$134000,$87000,$182900,$105000,$136950,$159000,$136900,$155000,$146000,$108000,$240000,Crawford
,2021,$116250,$152000,$149000,$179500,$165000,$157000,$173500,$190500,$173700,$144500,$146750,$225400,Crawford
,2022,$162835,$141000,$199500,$162000,$142000,$177500,$175000,$177000,$180000,$235000,$203750,$117500,Crawford
,2023,$195000,$284000,$154900,$165000,$189000,$249500,$179000,$152900,$207500,$228375,$175000,$191000,Crawford
,2024,$247000,$170000,$218000,$206000,$197500,$225000,$222500,$255000,$162000,$0,$0,$0,Crawford
,2007,$72500,$62500,$135000,$77500,$77500,$81500,$79900,$90500,$84900,$113750,$49500,$62000,Clark
,2008,$96500,$90000,$47000,$72400,$113500,$97250,$83250,$75500,$125450,$75500,$110000,$45000,Clark
,2009,$105000,$82500,$17000,$69000,$128250,$98000,$67000,$54875,$78225,$84250,$68500,$85500,Clark
,2010,$147450,$72500,$51500,$61000,$76500,$85750,$98250,$55900,$74750,$85900,$53105,$73000,Clark
,2011,$128500,$65000,$56500,$54850,$62250,$56250,$75000,$123500,$81000,$49000,$90750,$115500,Clark
,2012,$52450,$58050,$54000,$105000,$74000,$91450,$77000,$75000,$87425,$69000,$85666,$77500,Clark
,2013,$76250,$88000,$72000,$64250,$85000,$94100,$64750,$90000,$73000,$95000,$73450,$78000,Clark
,2014,$48150,$57502,$55000,$63500,$77125,$84000,$92750,$78750,$79000,$89000,$92000,$102250,Clark
,2015,$95000,$64000,$97500,$121500,$100000,$68500,$107000,$67000,$123000,$81750,$93500,$66000,Clark
,2016,$91500,$118000,$79500,$65000,$71500,$105875,$78500,$88250,$80000,$111500,$112500,$93500,Clark
,2017,$72000,$75000,$83000,$105000,$117000,$90000,$125000,$94500,$110000,$92500,$109500,$110000,Clark
,2018,$128500,$72000,$99450,$96000,$94900,$97150,$102500,$101250,$115000,$105000,$108000,$98000,Clark
,2019,$67000,$124000,$90450,$121750,$122000,$135000,$105000,$100000,$102500,$125300,$107500,$80000,Clark
,2020,$143750,$120000,$112000,$100000,$118750,$118000,$108500,$110500,$123000,$143500,$110000,$109500,Clark
,2021,$148000,$119000,$142500,$131250,$145000,$156000,$149500,$146200,$132950,$135000,$130500,$136500,Clark
,2022,$162450,$128250,$149900,$127450,$165000,$181500,$159500,$174000,$180000,$144700,$140000,$139000,Clark
,2023,$132500,$134202,$157000,$164500,$155000,$170000,$190000,$166000,$199000,$200750,$159000,$183750,Clark
,2024,$160000,$148000,$200000,$160100,$162250,$185000,$170000,$194000,$167500,$0,$0,$0,Clark
,2007,$164250,$124279,$94000,$105000,$112000,$153000,$150000,$148000,$179950,$87500,$96900,$141500,Chippewa
,2008,$115000,$84975,$117500,$163000,$149500,$104000,$126000,$141250,$145000,$86500,$120000,$49900,Chippewa
,2009,$72300,$74500,$98000,$124500,$100000,$123500,$196000,$133000,$99900,$122000,$82273,$113900,Chippewa
,2010,$110000,$108750,$102000,$117000,$136250,$139000,$148500,$129900,$113000,$162500,$105000,$125250,Chippewa
,2011,$130000,$70875,$128900,$114500,$123450,$156750,$114700,$119000,$103500,$98250,$133000,$110000,Chippewa
,2012,$112000,$89000,$124950,$119950,$108250,$145000,$132045,$135000,$125000,$122425,$117450,$118500,Chippewa
,2013,$109900,$118450,$114450,$160200,$135000,$137000,$144000,$144000,$125000,$119500,$141500,$119500,Chippewa
,2014,$148950,$129900,$115125,$127900,$146000,$153450,$137500,$142250,$137000,$142250,$125950,$130000,Chippewa
,2015,$134000,$88000,$150000,$141500,$145500,$166000,$165000,$129900,$138000,$132200,$130450,$150000,Chippewa
,2016,$123450,$130000,$138000,$148100,$170000,$153000,$153400,$160000,$151500,$174185,$165900,$166000,Chippewa
,2017,$132500,$142900,$145000,$150000,$155000,$187625,$190000,$182500,$165000,$152000,$130000,$141500,Chippewa
,2018,$186930,$155285,$179450,$163500,$150000,$192500,$185000,$167450,$157000,$175000,$185000,$148500,Chippewa
,2019,$189900,$141750,$168500,$207000,$205000,$204800,$187000,$207250,$183600,$205301,$175900,$185000,Chippewa
,2020,$207000,$154500,$184950,$196508,$213500,$202500,$232500,$223450,$229000,$215000,$198000,$172500,Chippewa
,2021,$210000,$225000,$215000,$239900,$236615,$249840,$233700,$252500,$235000,$265000,$230000,$230000,Chippewa
,2022,$195000,$232000,$242500,$277100,$261000,$292934,$294700,$275000,$269450,$286750,$235000,$286840,Chippewa
,2023,$287450,$275000,$294000,$293750,$302000,$296973,$286250,$325000,$322500,$242500,$300000,$214500,Chippewa
,2024,$280000,$255450,$250000,$337750,$395000,$338950,$335000,$330388,$342500,$0,$0,$0,Chippewa
,2007,$116500,$157000,$186450,$115000,$142500,$168000,$165400,$151000,$141840,$148000,$164000,$147450,Calumet
,2008,$161950,$109000,$118000,$135000,$137750,$127000,$168500,$82500,$95000,$118250,$76000,$126250,Calumet
,2009,$122000,$145000,$112500,$129450,$137545,$106000,$120000,$127000,$102000,$122500,$132500,$80000,Calumet
,2010,$180500,$125000,$123000,$92500,$147000,$138000,$141500,$168000,$147500,$144000,$132000,$138450,Calumet
,2011,$128000,$139750,$132000,$124000,$136450,$130900,$148986,$148500,$136000,$122200,$117500,$138500,Calumet
,2012,$120000,$170000,$145000,$159000,$165000,$155000,$150000,$155500,$147450,$158850,$138950,$129750,Calumet
,2013,$164607,$134200,$150000,$143500,$134900,$164200,$167900,$155000,$147900,$157500,$143500,$126000,Calumet
,2014,$116500,$133000,$129900,$166470,$140000,$145000,$170000,$165000,$194000,$156000,$156050,$148000,Calumet
,2015,$153000,$109750,$159500,$176450,$156000,$164500,$149000,$172400,$161750,$157500,$134150,$130000,Calumet
,2016,$162900,$176900,$156500,$170000,$177900,$179900,$174000,$166500,$159869,$198850,$157950,$148500,Calumet
,2017,$180000,$138950,$162450,$195000,$160000,$210000,$173950,$179500,$187500,$192500,$140000,$154500,Calumet
,2018,$157500,$198400,$179500,$186500,$190000,$169900,$210500,$174500,$215000,$183500,$219995,$187000,Calumet
,2019,$216000,$230000,$165000,$164950,$232900,$224250,$235000,$234000,$179900,$210000,$210000,$200000,Calumet
,2020,$189700,$179140,$234750,$199900,$193000,$226200,$206000,$249900,$225000,$243502,$211250,$229900,Calumet
,2021,$219900,$182000,$257450,$240000,$245000,$272000,$285000,$251000,$279000,$275000,$272500,$240000,Calumet
,2022,$230000,$304850,$297975,$291500,$307500,$308250,$292500,$302500,$300000,$236900,$253000,$256250,Calumet
,2023,$284000,$345000,$375900,$312500,$307000,$319000,$330000,$317500,$348483,$317000,$340550,$340000,Calumet
,2024,$275950,$435000,$371000,$329000,$357450,$372450,$346000,$370000,$311500,$0,$0,$0,Calumet
,2007,$99750,$175450,$155500,$131900,$99000,$127000,$150000,$132000,$164000,$139900,$155000,$92000,Barron
