,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,County
12,2019,"$190,000 ","$170,000 ","$212,800 ","$199,000 ","$210,000 ","$225,000 ","$185,000 ","$195,000 ","$186,400 ","$174,200 ","$178,250 ","$179,000 ",Polk
13,2020,"$202,450 ","$182,000 ","$169,900 ","$199,450 ","$195,000 ","$219,000 ","$199,760 ","$215,000 ","$200,000 ","$220,950 ","$205,000 ","$200,000 ",Polk
14,2021,"$200,000 ","$225,000 ","$215,200 ","$226,250 ","$200,000 ","$256,000 ","$252,500 ","$241,000 ","$257,000 ","$240,000 ","$229,000 ","$203,000 ",Polk
15,2022,"$267,500 ","$247,500 ","$250,000 ","$258,059 ","$272,000 ","$263,750 ","$282,500 ","$275,000 ","$285,000 ","$250,000 ","$300,000 ","$295,000 ",Polk
16,2023,"$261,225 ","$242,000 ","$259,450 ","$292,500 ","$300,000 ","$296,200 ","$299,000 ","$290,000 ","$320,000 ","$263,900 ","$292,500 ","$244,000 ",Polk
17,2024,"$255,000 ","$292,500 ","$331,000 ","$280,000 ","$283,000 ","$295,200 ","$285,000 ","$320,000 ","$327,500 ",,,,Polk
0,2007,"$127,000 ","$105,500 ","$74,000 ","$104,000 ","$100,000 ","$123,000 ","$91,000 ","$89,900 ","$131,000 ","$111,250 ","$68,000 ","$69,000 ",Price
1,2008,"$150,000 ","$135,000 ","$92,425 ","$150,000 ","$93,500 ","$70,000 ","$116,000 ","$75,000 ","$72,700 ","$78,500 ","$24,750 ","$79,500 ",Price
2,2009,"$60,000 ","$76,000 ","$147,000 ","$165,200 ","$75,000 ","$140,000 ","$107,750 ","$85,000 ","$109,850 ","$79,950 ","$54,700 ","$84,000 ",Price
3,2010,"$65,250 ","$143,950 ","$67,400 ","$80,000 ","$94,000 ","$127,000 ","$105,000 ","$99,500 ","$102,750 ","$98,125 ","$69,750 ","$85,000 ",Price
4,2011,"$89,500 ","$66,200 ","$85,500 ","$162,500 ","$72,200 ","$101,100 ","$64,000 ","$87,000 ","$140,000 ","$120,000 ","$95,000 ","$62,500 ",Price
5,2012,"$89,500 ","$80,000 ","$50,000 ","$42,000 ","$70,000 ","$64,500 ","$121,000 ","$105,000 ","$76,000 ","$69,900 ","$80,000 ","$113,250 ",Price
6,2013,"$82,900 ","$27,500 ","$120,000 ","$70,000 ","$82,000 ","$142,900 ","$90,000 ","$168,750 ","$120,000 ","$137,900 ","$100,000 ","$64,000 ",Price
7,2014,"$137,000 ","$57,500 ","$143,000 ","$82,450 ","$89,087 ","$81,700 ","$84,000 ","$105,500 ","$73,000 ","$62,500 ","$84,750 ","$91,500 ",Price
8,2015,"$90,000 ","$114,000 ","$110,750 ","$98,500 ","$83,500 ","$79,000 ","$100,000 ","$105,000 ","$77,500 ","$114,500 ","$100,050 ","$98,500 ",Price
9,2016,"$79,000 ","$76,000 ","$65,900 ","$68,000 ","$67,500 ","$68,300 ","$144,000 ","$85,000 ","$140,000 ","$46,500 ","$79,900 ","$135,000 ",Price
10,2017,"$92,000 ","$113,500 ","$130,000 ","$78,000 ","$82,500 ","$108,500 ","$116,575 ","$119,900 ","$94,000 ","$103,000 ","$74,000 ","$150,000 ",Price
11,2018,"$106,500 ","$110,000 ","$85,000 ","$65,318 ","$62,900 ","$93,500 ","$131,450 ","$83,900 ","$142,500 ","$99,950 ","$140,000 ","$92,000 ",Price
12,2019,"$149,000 ","$79,000 ","$136,450 ","$100,000 ","$95,000 ","$117,000 ","$155,000 ","$130,000 ","$97,250 ","$131,000 ","$111,500 ","$74,500 ",Price
13,2020,"$100,100 ","$84,450 ","$170,000 ","$151,000 ","$90,000 ","$123,000 ","$144,000 ","$162,500 ","$106,000 ","$138,900 ","$170,000 ","$119,900 ",Price
14,2021,"$115,150 ","$139,900 ","$84,950 ","$120,900 ","$110,500 ","$150,000 ","$192,750 ","$170,000 ","$137,000 ","$145,000 ","$206,700 ","$85,000 ",Price
15,2022,"$156,000 ","$98,950 ","$137,000 ","$160,000 ","$152,500 ","$149,900 ","$179,900 ","$214,950 ","$135,000 ","$132,000 ","$171,950 ","$157,500 ",Price
16,2023,"$140,000 ","$115,500 ","$134,950 ","$180,000 ","$190,500 ","$170,750 ","$206,500 ","$175,000 ","$189,900 ","$184,300 ","$235,000 ","$170,000 ",Price
17,2024,"$181,750 ","$175,000 ","$135,000 ","$190,000 ","$239,900 ","$199,900 ","$349,950 ","$219,750 ","$185,000 ",,,,Price
0,2007,"$85,000 ",$,$,"$63,250 ","$94,700 ","$260,750 ","$112,000 ",$,$,"$105,000 ","$133,500 ","$183,750 ",Rusk
1,2008,$,"$91,400 ",$,"$112,950 ","$106,200 ","$55,000 ","$188,500 ","$103,300 ","$56,000 ","$19,900 ","$55,000 ","$90,000 ",Rusk
2,2009,"$194,000 ","$55,620 ","$97,500 ","$157,000 ",$,"$95,000 ","$165,000 ","$86,500 ","$79,500 ","$130,000 ","$113,500 ","$80,000 ",Rusk
3,2010,"$129,500 ","$167,000 ","$71,000 ","$78,000 ","$74,000 ","$158,500 ","$85,000 ","$85,000 ","$68,450 ","$89,950 ","$125,000 ","$97,500 ",Rusk
4,2011,"$143,000 ","$160,000 ","$52,000 ","$109,250 ","$67,500 ","$75,500 ","$101,250 ","$95,000 ","$59,500 ","$110,000 ","$68,750 ","$70,000 ",Rusk
5,2012,"$42,000 ","$68,900 ","$145,000 ","$95,000 ","$79,500 ","$105,000 ","$74,850 ","$110,000 ","$140,000 ","$82,500 ","$64,500 ","$113,750 ",Rusk
6,2013,"$51,450 ","$87,500 ","$64,000 ","$83,000 ","$207,750 ","$63,250 ","$77,900 ","$152,790 ","$152,200 ","$100,000 ","$100,000 ","$62,750 ",Rusk
7,2014,"$82,500 ","$81,000 ","$62,500 ","$128,750 ","$82,000 ","$87,000 ","$118,680 ","$122,775 ","$65,000 ","$85,000 ","$94,950 ","$125,000 ",Rusk
8,2015,"$105,500 ","$77,000 ","$130,000 ","$76,000 ","$94,150 ","$75,000 ","$81,250 ","$104,250 ","$105,000 ","$68,000 ","$79,000 ","$96,000 ",Rusk
9,2016,"$139,900 ","$73,000 ","$82,500 ","$78,500 ","$88,500 ","$120,350 ","$115,000 ","$132,500 ","$123,000 ","$141,500 ","$165,000 ","$80,000 ",Rusk
10,2017,"$74,815 ","$56,000 ","$144,900 ","$121,250 ","$125,000 ","$103,500 ","$125,500 ","$90,000 ","$75,000 ","$80,000 ","$130,000 ","$84,000 ",Rusk
11,2018,"$178,450 ","$115,000 ","$77,450 ","$95,000 ","$89,000 ","$159,250 ","$157,500 ","$105,950 ","$80,000 ","$153,350 ","$69,900 ","$125,125 ",Rusk
12,2019,"$145,000 ","$72,500 ","$69,900 ","$85,000 ","$170,000 ","$119,500 ","$145,000 ","$132,450 ","$71,550 ","$129,000 ","$92,500 ","$250,000 ",Rusk
13,2020,"$302,000 ","$124,500 ","$142,116 ","$85,000 ","$148,750 ","$125,000 ","$130,000 ","$102,000 ","$162,000 ","$142,000 ","$142,000 ","$176,500 ",Rusk
14,2021,"$148,700 ","$194,950 ","$139,000 ","$116,000 ","$319,350 ","$147,500 ","$174,000 ","$190,000 ","$200,000 ","$202,450 ","$154,950 ","$125,000 ",Rusk
15,2022,"$169,000 ","$87,500 ","$189,950 ","$138,000 ","$144,000 ","$184,000 ","$210,000 ","$230,000 ","$211,000 ","$120,000 ","$170,000 ","$145,000 ",Rusk
16,2023,"$113,950 ","$125,000 ","$252,450 ","$192,500 ","$203,500 ","$186,500 ","$180,000 ","$197,000 ","$210,000 ","$252,500 ","$148,000 ","$276,000 ",Rusk
17,2024,"$219,000 ","$323,500 ","$275,000 ","$228,500 ","$184,500 ","$189,900 ","$190,000 ","$260,000 ","$295,000 ",,,,Rusk
0,2007,"$315,000 ","$148,000 ","$299,000 ","$111,000 ","$180,000 ","$172,000 ","$165,000 ","$250,000 ","$252,000 ","$196,000 ","$200,000 ","$134,900 ",Sawyer
1,2008,"$132,767 ","$130,500 ","$141,000 ","$218,297 ","$209,997 ","$289,450 ","$155,000 ","$203,000 ","$192,500 ","$350,000 ","$252,000 ","$230,000 ",Sawyer
2,2009,"$216,250 ","$150,500 ","$117,000 ","$220,000 ","$160,000 ","$227,500 ","$177,500 ","$149,950 ","$160,450 ","$147,300 ","$160,500 ","$190,000 ",Sawyer
3,2010,"$249,000 ","$123,950 ","$148,000 ","$226,500 ","$165,100 ","$142,500 ","$150,000 ","$148,900 ","$79,500 ","$160,000 ","$278,500 ","$110,000 ",Sawyer
4,2011,"$196,750 ","$164,500 ","$253,000 ","$247,000 ","$235,000 ","$129,900 ","$180,000 ","$167,500 ","$179,900 ","$168,000 ","$260,000 ","$120,000 ",Sawyer
5,2012,"$137,950 ","$154,500 ","$164,000 ","$177,500 ","$247,500 ","$148,500 ","$139,500 ","$151,800 ","$152,500 ","$146,000 ","$177,000 ","$115,000 ",Sawyer
6,2013,"$168,000 ","$135,000 ","$154,000 ","$136,900 ","$107,900 ","$225,000 ","$185,500 ","$175,000 ","$242,500 ","$154,000 ","$165,000 ","$245,000 ",Sawyer
7,2014,"$134,900 ","$230,000 ","$123,000 ","$142,500 ","$240,000 ","$165,000 ","$163,000 ","$188,500 ","$159,000 ","$168,525 ","$136,000 ","$158,000 ",Sawyer
8,2015,"$110,000 ","$130,000 ","$140,000 ","$168,325 ","$198,000 ","$180,000 ","$167,000 ","$165,000 ","$232,000 ","$155,750 ","$162,000 ","$190,000 ",Sawyer
9,2016,"$190,000 ","$101,500 ","$160,000 ","$150,000 ","$175,000 ","$190,000 ","$159,900 ","$190,000 ","$164,750 ","$175,500 ","$188,000 ","$210,000 ",Sawyer
10,2017,"$142,250 ","$234,000 ","$161,500 ","$158,500 ","$159,900 ","$180,000 ","$205,000 ","$210,000 ","$170,000 ","$202,925 ","$225,000 ","$187,400 ",Sawyer
11,2018,"$224,700 ","$270,000 ","$198,500 ","$160,000 ","$195,000 ","$182,500 ","$215,450 ","$245,450 ","$166,500 ","$245,950 ","$250,750 ","$282,000 ",Sawyer
12,2019,"$210,000 ","$225,000 ","$270,000 ","$218,000 ","$161,500 ","$250,000 ","$156,000 ","$270,000 ","$200,750 ","$175,999 ","$215,000 ","$198,000 ",Sawyer
13,2020,"$243,000 ","$189,500 ","$160,000 ","$219,000 ","$267,500 ","$297,000 ","$229,500 ","$249,000 ","$279,900 ","$310,000 ","$340,000 ","$249,000 ",Sawyer
14,2021,"$264,400 ","$233,000 ","$212,900 ","$207,000 ","$225,000 ","$239,500 ","$255,000 ","$242,000 ","$260,000 ","$235,000 ","$237,000 ","$245,000 ",Sawyer
15,2022,"$220,000 ","$259,500 ","$309,000 ","$283,900 ","$312,500 ","$290,000 ","$358,000 ","$390,000 ","$299,500 ","$285,000 ","$290,000 ","$289,450 ",Sawyer
16,2023,"$309,450 ","$292,500 ","$325,000 ","$370,000 ","$299,900 ","$292,500 ","$325,000 ","$382,500 ","$355,900 ","$302,500 ","$315,000 ","$225,000 ",Sawyer
17,2024,"$152,500 ","$255,500 ","$365,000 ","$227,000 ","$350,000 ","$390,000 ","$365,000 ","$425,000 ","$331,900 ",,,,Sawyer
0,2007,"$100,850 ","$122,000 ","$111,500 ","$119,000 ","$126,000 ","$151,500 ","$133,750 ","$94,125 ","$151,000 ","$103,000 ","$86,350 ","$114,000 ",Taylor
1,2008,"$51,000 ","$109,000 ","$91,350 ","$122,000 ","$147,950 ","$138,000 ","$77,250 ","$77,250 ","$134,000 ","$140,000 ","$129,021 ","$123,500 ",Taylor
2,2009,"$128,000 ","$141,500 ","$127,500 ","$70,000 ","$113,500 ","$86,225 ","$103,425 ","$116,000 ","$78,000 ","$105,000 ","$125,100 ","$110,700 ",Taylor
3,2010,"$201,000 ","$79,000 ","$97,000 ","$98,500 ","$115,000 ","$88,200 ","$84,500 ","$127,650 ","$109,000 ","$101,000 ","$37,000 ","$109,500 ",Taylor
4,2011,"$221,250 ","$83,000 ","$71,000 ","$95,000 ","$69,500 ","$79,625 ","$56,750 ","$75,500 ","$62,500 ","$97,000 ","$145,000 ","$107,200 ",Taylor
5,2012,"$95,000 ","$62,500 ","$105,000 ","$143,500 ","$84,900 ","$80,000 ","$110,000 ","$90,000 ","$83,500 ","$90,000 ","$96,250 ","$101,000 ",Taylor
6,2013,"$62,500 ","$70,000 ","$85,000 ","$90,000 ","$92,500 ","$88,000 ","$125,000 ","$119,500 ","$83,625 ","$152,500 ","$95,500 ","$94,000 ",Taylor
7,2014,"$89,000 ","$82,500 ","$106,000 ","$75,000 ","$95,000 ","$84,750 ","$109,250 ","$119,500 ","$89,000 ","$67,100 ","$110,000 ","$102,500 ",Taylor
8,2015,"$117,900 ","$137,000 ","$115,500 ","$112,250 ","$159,900 ","$93,000 ","$105,000 ","$110,950 ","$93,150 ","$85,250 ","$65,000 ","$118,500 ",Taylor
9,2016,"$78,350 ","$120,000 ","$99,000 ","$125,000 ","$100,000 ","$145,000 ","$128,050 ","$142,500 ","$129,000 ","$108,000 ","$169,700 ","$120,500 ",Taylor
10,2017,"$20,000 ","$56,000 ","$142,000 ","$156,000 ","$94,250 ","$120,000 ","$121,750 ","$101,300 ","$90,300 ","$133,500 ","$135,000 ","$84,000 ",Taylor
11,2018,"$134,250 ","$95,000 ","$105,000 ","$84,000 ","$93,600 ","$151,250 ","$145,000 ","$117,900 ","$109,500 ","$123,000 ","$95,000 ","$113,000 ",Taylor
12,2019,"$120,500 ","$139,000 ","$155,000 ","$131,988 ","$138,000 ","$125,000 ","$105,850 ","$118,950 ","$132,950 ","$199,250 ","$120,750 ","$140,000 ",Taylor
13,2020,"$110,000 ","$105,200 ","$141,400 ","$135,500 ","$102,000 ","$140,250 ","$125,000 ","$132,900 ","$150,000 ","$137,000 ","$137,000 ","$144,000 ",Taylor
14,2021,"$135,000 ","$139,950 ","$124,500 ","$139,250 ","$157,500 ","$154,250 ","$244,900 ","$178,000 ","$169,750 ","$157,000 ","$165,000 ","$184,500 ",Taylor
15,2022,"$150,000 ","$172,000 ","$125,500 ","$164,000 ","$211,500 ","$217,500 ","$205,000 ","$170,000 ","$182,000 ","$190,000 ","$141,400 ","$154,950 ",Taylor
16,2023,"$152,500 ","$230,000 ","$181,555 ","$145,750 ","$212,000 ","$152,500 ","$241,250 ","$205,000 ","$200,000 ","$197,450 ","$155,000 ","$190,000 ",Taylor
17,2024,"$162,750 ","$210,000 ","$190,000 ","$207,500 ","$206,000 ","$229,000 ","$215,000 ","$175,000 ","$206,250 ",,,,Taylor
0,2007,"$279,100 ","$156,000 ","$268,600 ","$145,750 ","$207,500 ","$247,500 ","$265,000 ","$252,000 ","$187,500 ","$220,000 ","$230,000 ","$145,000 ",Vilas
1,2008,"$238,500 ","$136,000 ","$202,000 ","$155,000 ","$149,350 ","$185,000 ","$157,650 ","$191,000 ","$187,500 ","$215,000 ","$225,000 ","$192,000 ",Vilas
2,2009,"$278,250 ","$168,000 ","$256,500 ","$182,500 ","$138,000 ","$149,900 ","$175,000 ","$177,000 ","$183,500 ","$215,250 ","$124,500 ","$230,000 ",Vilas
3,2010,"$200,000 ","$172,500 ","$222,500 ","$148,000 ","$132,000 ","$182,500 ","$179,000 ","$239,000 ","$207,000 ","$215,000 ","$195,000 ","$197,000 ",Vilas
4,2011,"$176,200 ","$135,000 ","$130,500 ","$120,250 ","$176,500 ","$180,000 ","$210,000 ","$168,500 ","$199,900 ","$157,750 ","$225,000 ","$165,000 ",Vilas
5,2012,"$145,000 ","$149,000 ","$150,000 ","$150,000 ","$192,000 ","$197,500 ","$205,000 ","$174,000 ","$169,200 ","$202,500 ","$179,000 ","$200,000 ",Vilas
6,2013,"$182,000 ","$121,000 ","$168,000 ","$134,300 ","$177,500 ","$186,000 ","$182,500 ","$195,500 ","$183,750 ","$191,000 ","$199,700 ","$210,000 ",Vilas
7,2014,"$97,000 ","$229,900 ","$164,000 ","$153,250 ","$150,000 ","$148,500 ","$179,150 ","$205,000 ","$184,000 ","$193,000 ","$242,000 ","$228,000 ",Vilas
8,2015,"$156,750 ","$118,450 ","$160,000 ","$139,500 ","$180,500 ","$174,900 ","$193,000 ","$185,000 ","$199,900 ","$190,000 ","$180,000 ","$150,000 ",Vilas
9,2016,"$250,000 ","$127,900 ","$195,000 ","$162,500 ","$173,250 ","$187,500 ","$215,000 ","$192,600 ","$222,500 ","$215,900 ","$173,500 ","$205,000 ",Vilas
10,2017,"$185,000 ","$194,500 ","$155,000 ","$200,000 ","$175,000 ","$173,500 ","$198,000 ","$207,000 ","$227,250 ","$209,250 ","$165,500 ","$202,500 ",Vilas
11,2018,"$230,000 ","$177,000 ","$171,200 ","$197,500 ","$227,000 ","$222,000 ","$255,000 ","$250,000 ","$245,000 ","$215,950 ","$225,000 ","$206,129 ",Vilas
12,2019,"$181,000 ","$203,424 ","$202,500 ","$175,000 ","$200,000 ","$235,000 ","$230,000 ","$266,450 ","$218,950 ","$222,000 ","$247,000 ","$250,000 ",Vilas
13,2020,"$230,000 ","$303,729 ","$170,000 ","$214,650 ","$221,000 ","$313,000 ","$262,500 ","$250,000 ","$258,500 ","$340,000 ","$210,000 ","$231,000 ",Vilas
14,2021,"$215,000 ","$290,500 ","$275,000 ","$274,500 ","$299,900 ","$299,000 ","$312,500 ","$350,000 ","$371,950 ","$310,000 ","$270,000 ","$259,900 ",Vilas
15,2022,"$372,000 ","$277,450 ","$320,000 ","$562,500 ","$404,500 ","$299,000 ","$374,500 ","$357,500 ","$280,000 ","$320,000 ","$322,500 ","$365,000 ",Vilas
16,2023,"$467,500 ","$256,250 ","$265,000 ","$380,000 ","$375,000 ","$376,000 ","$392,000 ","$438,500 ","$499,000 ","$300,000 ","$380,000 ","$267,500 ",Vilas
17,2024,"$325,000 ","$305,000 ","$445,000 ","$485,000 ","$454,500 ","$484,000 ","$397,000 ","$399,000 ","$439,450 ",,,,Vilas
0,2007,"$123,950 ","$118,950 ","$62,500 ","$117,000 ","$110,450 ","$175,000 ","$132,750 ","$150,450 ","$171,250 ","$187,300 ","$145,000 ","$145,000 ",Washburn
1,2008,"$135,500 ","$105,000 ","$155,000 ","$145,000 ","$150,000 ","$145,000 ","$180,700 ","$173,750 ","$166,000 ","$141,850 ","$133,300 ","$150,000 ",Washburn
2,2009,"$127,500 ","$75,000 ","$85,600 ","$150,000 ","$169,950 ","$149,900 ","$159,000 ","$155,000 ","$209,900 ","$235,000 ","$90,000 ","$247,000 ",Washburn
3,2010,"$99,900 ","$133,950 ","$85,000 ","$140,000 ","$143,000 ","$160,000 ","$158,000 ","$200,000 ","$183,000 ","$201,500 ","$135,850 ","$108,000 ",Washburn
4,2011,"$125,000 ","$67,500 ","$100,000 ","$99,812 ","$125,000 ","$132,525 ","$140,000 ","$97,450 ","$106,000 ","$106,000 ","$140,000 ","$85,000 ",Washburn
5,2012,"$93,000 ","$80,000 ","$115,000 ","$109,750 ","$145,000 ","$120,000 ","$227,200 ","$146,500 ","$160,000 ","$131,000 ","$150,000 ","$105,000 ",Washburn
6,2013,"$106,900 ","$117,500 ","$80,000 ","$80,500 ","$129,000 ","$140,000 ","$116,000 ","$109,750 ","$162,000 ","$135,000 ","$171,000 ","$137,500 ",Washburn
7,2014,"$133,000 ","$138,900 ","$135,000 ","$165,000 ","$129,000 ","$159,000 ","$115,000 ","$119,500 ","$122,500 ","$162,500 ","$186,500 ","$98,750 ",Washburn
8,2015,"$95,950 ","$55,000 ","$141,000 ","$160,000 ","$159,900 ","$172,725 ","$160,000 ","$220,000 ","$185,000 ","$112,750 ","$165,000 ","$125,000 ",Washburn
9,2016,"$132,500 ","$96,750 ","$113,544 ","$95,000 ","$147,500 ","$135,000 ","$163,900 ","$169,500 ","$139,500 ","$161,500 ","$280,000 ","$117,350 ",Washburn
10,2017,"$135,000 ","$132,500 ","$163,750 ","$129,000 ","$138,500 ","$167,500 ","$158,500 ","$141,000 ","$147,900 ","$179,000 ","$168,750 ","$210,000 ",Washburn
11,2018,"$89,503 ","$190,000 ","$170,750 ","$163,800 ","$180,000 ","$175,000 ","$170,500 ","$170,000 ","$165,000 ","$160,000 ","$177,000 ","$251,500 ",Washburn
12,2019,"$111,599 ","$113,000 ","$147,900 ","$147,000 ","$229,000 ","$182,544 ","$180,000 ","$188,000 ","$175,950 ","$205,000 ","$210,000 ","$195,000 ",Washburn
13,2020,"$217,000 ","$478,950 ","$127,000 ","$173,000 ","$225,000 ","$231,000 ","$240,825 ","$175,000 ","$257,000 ","$202,500 ","$222,000 ","$247,785 ",Washburn
14,2021,"$156,250 ","$165,000 ","$155,000 ","$234,250 ","$326,000 ","$219,500 ","$282,500 ","$295,000 ","$232,900 ","$193,500 ","$229,450 ","$207,500 ",Washburn
15,2022,"$272,889 ","$188,200 ","$380,000 ","$175,000 ","$252,000 ","$236,250 ","$370,000 ","$250,000 ","$225,000 ","$209,500 ","$248,500 ","$205,000 ",Washburn
16,2023,"$265,000 ","$365,000 ","$230,750 ","$432,480 ","$308,000 ","$287,500 ","$315,000 ","$294,950 ","$392,000 ","$300,000 ","$266,000 ","$160,000 ",Washburn
17,2024,"$230,000 ","$160,000 ","$375,250 ","$253,839 ","$387,000 ","$290,000 ","$285,000 ","$276,500 ","$408,000 ",,,,Washburn
0,2007,"$340,000 ","$160,000 ","$188,000 ","$162,400 ","$159,900 ","$150,000 ","$159,750 ","$149,500 ","$155,000 ","$149,950 ","$152,500 ","$154,450 ",Brown
1,2008,"$145,000 ","$139,000 ","$134,500 ","$194,808 ","$134,000 ","$147,900 ","$159,900 ","$148,175 ","$146,900 ","$101,500 ","$102,000 ","$130,000 ",Brown
2,2009,"$155,000 ","$105,500 ","$130,000 ","$125,000 ","$139,800 ","$91,000 ","$129,645 ","$138,750 ","$125,000 ","$120,500 ","$134,200 ","$136,450 ",Brown
3,2010,"$96,850 ","$99,800 ","$139,000 ","$129,125 ","$135,000 ","$134,700 ","$123,250 ","$147,000 ","$135,000 ","$132,750 ","$127,500 ","$132,500 ",Brown
4,2011,"$128,450 ","$125,000 ","$118,250 ","$132,000 ","$139,000 ","$139,100 ","$148,950 ","$141,900 ","$129,950 ","$140,775 ","$135,900 ","$135,000 ",Brown
5,2012,"$143,900 ","$117,045 ","$135,000 ","$119,650 ","$137,000 ","$142,000 ","$135,500 ","$135,450 ","$132,500 ","$135,500 ","$141,200 ","$144,900 ",Brown
6,2013,"$120,000 ","$123,500 ","$139,000 ","$133,250 ","$140,000 ","$141,000 ","$145,000 ","$139,400 ","$137,000 ","$137,000 ","$133,000 ","$120,000 ",Brown
7,2014,"$135,000 ","$131,500 ","$145,000 ","$144,900 ","$150,000 ","$149,500 ","$154,500 ","$152,000 ","$149,900 ","$145,000 ","$138,000 ","$139,000 ",Brown
8,2015,"$141,500 ","$131,500 ","$141,450 ","$148,950 ","$142,500 ","$157,500 ","$151,250 ","$161,500 ","$149,000 ","$160,000 ","$140,500 ","$145,000 ",Brown
9,2016,"$152,000 ","$149,950 ","$151,500 ","$158,000 ","$156,000 ","$162,500 ","$161,300 ","$175,000 ","$156,900 ","$155,000 ","$149,500 ","$161,750 ",Brown
10,2017,"$169,000 ","$158,000 ","$155,250 ","$162,000 ","$173,000 ","$165,000 ","$189,000 ","$181,750 ","$167,000 ","$169,900 ","$169,900 ","$166,500 ",Brown
11,2018,"$175,000 ","$171,200 ","$189,000 ","$177,750 ","$194,500 ","$197,500 ","$180,116 ","$180,000 ","$182,250 ","$185,000 ","$175,000 ","$175,000 ",Brown
12,2019,"$169,900 ","$188,650 ","$174,950 ","$188,191 ","$205,000 ","$218,450 ","$200,000 ","$200,000 ","$192,250 ","$189,900 ","$198,000 ","$200,950 ",Brown
13,2020,"$194,900 ","$190,000 ","$214,225 ","$220,000 ","$220,000 ","$239,950 ","$236,900 ","$232,500 ","$220,000 ","$235,500 ","$215,500 ","$210,000 ",Brown
14,2021,"$210,000 ","$217,250 ","$244,450 ","$244,000 ","$239,200 ","$250,500 ","$270,000 ","$249,000 ","$245,000 ","$259,000 ","$251,500 ","$230,000 ",Brown
15,2022,"$247,950 ","$255,000 ","$265,000 ","$300,000 ","$275,000 ","$275,500 ","$280,000 ","$275,000 ","$275,000 ","$285,000 ","$260,000 ","$265,500 ",Brown
16,2023,"$262,500 ","$275,000 ","$290,000 ","$302,750 ","$310,000 ","$335,500 ","$305,000 ","$319,000 ","$315,000 ","$305,225 ","$304,000 ","$299,950 ",Brown
17,2024,"$291,000 ","$305,000 ","$339,500 ","$325,000 ","$310,722 ","$349,900 ","$350,000 ","$330,000 ","$335,000 ",,,,Brown
0,2007,"$195,000 ","$233,950 ","$218,950 ","$172,450 ","$169,500 ","$185,000 ","$175,000 ","$244,900 ","$213,950 ","$157,500 ","$215,000 ","$167,000 ",Door
1,2008,"$154,000 ","$121,500 ","$183,750 ","$152,200 ","$214,550 ","$186,500 ","$266,950 ","$165,000 ","$177,500 ","$200,000 ","$189,750 ","$210,000 ",Door
2,2009,"$272,000 ","$184,500 ","$184,000 ","$329,900 ","$177,750 ","$163,000 ","$165,000 ","$182,737 ","$160,000 ","$148,900 ","$128,000 ","$148,750 ",Door
3,2010,"$223,000 ","$155,000 ","$169,000 ","$207,500 ","$190,000 ","$136,000 ","$193,750 ","$179,925 ","$236,000 ","$205,000 ","$182,500 ","$171,600 ",Door
4,2011,"$214,250 ","$151,000 ","$130,550 ","$125,000 ","$182,500 ","$166,000 ","$138,550 ","$181,500 ","$215,000 ","$195,500 ","$119,950 ","$156,000 ",Door
5,2012,"$174,000 ","$127,441 ","$184,000 ","$143,000 ","$120,000 ","$166,250 ","$146,000 ","$187,000 ","$170,000 ","$150,000 ","$202,500 ","$160,000 ",Door
6,2013,"$192,500 ","$112,000 ","$148,000 ","$159,950 ","$160,000 ","$205,000 ","$177,900 ","$157,000 ","$175,000 ","$190,000 ","$207,500 ","$142,100 ",Door
7,2014,"$170,000 ","$142,000 ","$169,750 ","$112,500 ","$225,000 ","$128,750 ","$189,000 ","$217,500 ","$182,500 ","$190,000 ","$216,425 ","$177,500 ",Door
8,2015,"$163,250 ","$105,000 ","$185,900 ","$216,000 ","$215,000 ","$203,000 ","$192,000 ","$200,000 ","$201,750 ","$174,000 ","$199,000 ","$197,000 ",Door
9,2016,"$210,000 ","$152,500 ","$132,000 ","$172,000 ","$210,000 ","$233,500 ","$186,750 ","$187,500 ","$230,100 ","$190,000 ","$205,000 ","$198,400 ",Door
10,2017,"$182,450 ","$219,900 ","$181,000 ","$142,250 ","$173,450 ","$199,500 ","$225,500 ","$183,250 ","$191,950 ","$201,500 ","$185,000 ","$253,000 ",Door
11,2018,"$239,000 ","$202,000 ","$176,688 ","$207,500 ","$189,500 ","$203,500 ","$184,500 ","$202,250 ","$239,000 ","$245,000 ","$258,450 ","$230,500 ",Door
12,2019,"$220,000 ","$180,000 ","$199,250 ","$184,600 ","$152,500 ","$210,000 ","$227,500 ","$263,000 ","$228,750 ","$247,500 ","$275,000 ","$270,000 ",Door
13,2020,"$214,175 ","$219,900 ","$264,000 ","$220,000 ","$304,900 ","$185,750 ","$279,250 ","$297,950 ","$321,500 ","$340,000 ","$245,900 ","$291,500 ",Door
14,2021,"$245,500 ","$260,000 ","$255,000 ","$300,000 ","$301,000 ","$257,250 ","$320,000 ","$349,900 ","$290,000 ","$387,500 ","$425,000 ","$389,200 ",Door
15,2022,"$385,000 ","$399,900 ","$347,000 ","$341,950 ","$345,100 ","$307,000 ","$383,800 ","$341,000 ","$399,950 ","$403,500 ","$357,500 ","$439,900 ",Door
16,2023,"$396,500 ","$299,900 ","$425,000 ","$320,000 ","$368,000 ","$362,250 ","$385,500 ","$422,450 ","$462,500 ","$502,500 ","$415,000 ","$374,200 ",Door
